Id,SalePrice
1461,115044.33758875477
1462,146512.47357094273
1463,177885.84747015283
1464,197369.1778479301
1465,219607.1586150303
1466,170290.7696088098
1467,181896.28552732346
1468,163017.55609526703
1469,195163.72147061644
1470,120585.33692077734
1471,181853.99259664054
1472,97169.33055822724
1473,95893.80607610298
1474,152685.1909232949
1475,122607.60542185849
1476,365880.36140335887
1477,249855.36174392072
1478,349912.0032485603
1479,309175.1618761277
1480,497064.92971727526
1481,324389.4351405151
1482,246602.9605793862
1483,162199.01189384237
1484,167337.7178599547
1485,200093.94275949372
1486,194849.93754625795
1487,301892.2570485034
1488,254454.4288500344
1489,180652.6888267711
1490,204417.29574855152
1491,175370.76732389195
1492,97651.79571831209
1493,185273.2415988957
1494,296148.75729199586
1495,299928.6367380002
1496,222392.1645967646
1497,190450.2512702466
1498,179447.39684801293
1499,179447.39684801293
1500,167756.31908741535
1501,179851.15953087297
1502,172587.42673767018
1503,263502.6654130178
1504,247424.01427750444
1505,221442.22809653933
1506,184148.2921720372
1507,222747.18313843475
1508,181579.574391502
1509,161346.86446530613
1510,134741.2865725022
1511,135919.7521912255
1512,159097.26899986507
1513,154610.3106430957
1514,143514.60016986678
1515,225369.11780474405
1516,160577.8223290858
1517,160976.71413970034
1518,141362.24178863873
1519,190319.14587984097
1520,123004.36941723233
1521,123419.57913299876
1522,171392.9817952745
1523,112246.78650122519
1524,132956.42782451093
1525,121240.5649998794
1526,115240.4130920257
1527,114014.35181582194
1528,142937.88671850637
1529,138864.7202226609
1530,177755.97866101706
1531,122648.31601755295
1532,102751.9793796678
1533,142380.69606593
1534,117261.14717288222
1535,144743.1639071472
1536,104965.88147720534
1537,60884.714310762465
1538,142415.8086873367
1539,181995.96793616744
1540,93174.45668916703
1541,128495.98728081924
1542,135351.4819785481
1543,204979.58434334848
1544,103029.34083206301
1545,127787.57151461863
1546,142653.36082907426
1547,140854.328658076
1548,140494.43410788747
1549,123284.23872802303
1550,130545.09684728963
1551,111237.95714030552
1552,124070.5175106089
1553,107187.21835394173
1554,112139.85562230606
1555,186188.470491336
1556,101648.31366802122
1557,97693.78317589212
1558,108879.59378388843
1559,78973.20024502768
1560,145913.08555437674
1561,114039.13847068544
1562,128986.69636254256
1563,117125.91029073356
1564,164835.0543346411
1565,147187.1076997125
1566,258279.30126692465
1567,89626.86989865213
1568,216407.05667527398
1569,108191.52162644864
1570,144003.77978575617
1571,129147.58514417936
1572,132090.0668856101
1573,208262.7709017204
1574,106516.58410774605
1575,204428.33040571786
1576,254226.98649358304
1577,190925.0650224889
1578,135251.4986188872
1579,148412.91573017553
1580,205439.8860651578
1581,156479.9079122155
