Id,SalePrice
1461,126264.70027525905
1462,158217.70358736563
1463,178349.23699586868
1464,192261.4449740047
1465,232833.3455480396
1466,166872.07240677433
1467,177247.6356072534
1468,157528.75533815927
1469,214589.42039606662
1470,121402.01152483426
1471,163901.51215383536
1472,96289.01326163494
1473,96112.57334653847
1474,150462.71371689643
1475,126313.68268898569
1476,378994.95583500626
1477,268919.94836379704
1478,357664.33179692645
1479,324848.70842989016
1480,436908.9429174569
1481,322825.6439480855
1482,225507.65689538192
1483,171573.74584214267
1484,166718.23654931822
1485,191021.50385960715
1486,189697.49007657997
1487,347310.61437407305
1488,243991.3339696941
1489,199084.75910149975
1490,235679.00963661747
1491,191734.39147338364
1492,100507.39521793625
1493,188192.14707361214
1494,307928.4323276764
1495,311522.02420143137
1496,219727.09290126816
1497,171942.06104393915
1498,166347.5269548861
1499,160883.27579578
1500,151770.59740831278
1501,165335.34598240795
1502,153866.14869704202
1503,283694.5588898147
1504,239926.96448067614
1505,215619.84345936248
1506,195111.79965720593
1507,231395.31307073933
1508,192102.97423288727
1509,171421.9901471638
1510,135724.57296723445
1511,139669.0414861185
1512,178394.84371258496
1513,149158.58326053436
1514,132126.0184076464
1515,201059.96299758554
1516,157048.65588366502
1517,173665.93510529574
1518,122121.18944499787
1519,193169.8876081511
1520,126184.34383598474
1521,127201.95872854437
1522,167306.51072937658
1523,115990.11620884029
1524,130289.91830543935
1525,121346.06881016647
1526,94585.6935785568
1527,107777.56850765903
1528,140798.76445467517
1529,137949.98456104076
1530,204341.29626048848
1531,117029.11673780622
1532,96628.39536084971
1533,154674.20806605506
1534,117844.68643051916
1535,152185.57116677522
1536,106262.97096361133
1537,45744.48584874465
1538,158394.95902649604
1539,210363.90071694425
1540,100570.74129341256
1541,137044.54779476373
1542,144219.41346209074
1543,194727.87209581217
1544,109050.66412278725
1545,127135.15066376739
1546,132845.06225719463
1547,151891.45492049202
1548,151478.28270383022
1549,125721.40812234867
1550,133727.0584222561
1551,107575.40574241022
1552,132273.94628534815
1553,132483.49785816172
1554,110548.24423212984
1555,168309.22601759387
1556,92567.1081181091
1557,90357.39789648533
1558,98543.46517940899
1559,68616.6630044407
1560,134598.42262213986
1561,121108.40130442775
1562,136925.87648902665
1563,118830.39926859141
1564,138579.3150965002
1565,137399.79511576443
1566,231638.46166061156
1567,81287.11537104742
1568,206558.37494617215
1569,122199.85680027284
1570,139633.96303114336
1571,126736.39497255751
1572,136181.12211157958
1573,226452.88975163124
1574,108448.67023901144
1575,233513.48101163097
1576,238509.2793607555
1577,189114.78180626026
1578,142724.72474464055
1579,146609.58211850925
1580,192746.2404451155
1581,158538.8733081945
1582,143906.1710468864
1583,266631.970235374
1584,206592.28862768665
1585,139536.28618979803
1586,69073.82418537728
1587,98320.02267782128
1588,158739.25835519127
1589,93616.7061308199
1590,132008.97576789424
1591,88149.51737709287
1592,120968.18617319796
1593,123472.421681009
1594,170769.51352703891
1595,100332.8997631831
1596,227128.74673212838
1597,205944.3440718895
1598,236260.58019912307
1599,203630.33179945024
1600,185169.2875663521
1601,68819.22436701567
1602,118474.11368606341
1603,88189.5591365271
1604,281261.7279851298
1605,240464.83601713518
1606,161245.01823469915
1607,158759.16644725046
1608,214161.02075388384
1609,181537.85351106303
1610,149585.6749458403
1611,137464.56471528026
1612,180263.44266039523
1613,146814.14346651718
1614,143867.3016867142
1615,100199.29286177702
1616,64617.90126759485
1617,92466.12540668943
1618,128445.61120510439
1619,143203.15059116302
1620,155823.9875541436
1621,135592.05781628314
1622,144289.34166290064
1623,247039.59960252658
1624,188817.1374706467
1625,118315.39748759803
1626,152775.82370090327
1627,178045.64751345964
1628,297770.4825197412
1629,196221.83148567393
1630,325913.3809526355
1631,243885.50375951116
1632,255736.82469234135
1633,183645.69598683284
1634,182285.3628769957
1635,178572.4963896773
1636,154999.54616617906
1637,202989.70657167397
1638,193112.3632072523
1639,178940.997515892
1640,254647.31523838875
1641,180755.39830214897
1642,248686.3799024195
1643,225659.33735717204
1644,239086.84536589988
1645,215907.6931043959
1646,154788.47196188068
1647,162857.25259985653
1648,126290.28817245232
1649,142407.79899064262
1650,119082.14597662358
1651,134999.41271447175
1652,100617.98532398634
1653,105018.80415943204
1654,145235.36743652975
1655,147291.21876861417
1656,140555.35104586958
1657,145978.4589197459
1658,140921.23616713734
1659,137370.3198801576
1660,147627.79342305346
1661,407480.0777495568
1662,414092.53903113346
1663,381976.157240027
1664,484219.80855752726
1665,345106.97109550773
1666,329119.1795274684
1667,355016.98581723054
1668,365179.85327113164
1669,353733.6426516809
1670,365657.32415756356
1671,242488.7190841357
1672,400027.4761521385
1673,291619.04855482583
1674,258614.0984579666
1675,193277.61825724333
1676,193150.97778573388
1677,205264.70117251904
1678,445610.7329746438
1679,369297.92675529246
1680,339151.0246193879
1681,288243.04031604424
1682,324509.04214457714
1683,187688.64171133447
1684,175853.90705941682
1685,170568.79248263052
1686,170472.4747736738
1687,178054.46537782496
1688,183777.38801217388
1689,187196.60787057516
1690,191843.97949058365
1691,183418.99007282348
1692,277426.4379033259
1693,193934.62463962604
1694,176704.0113885577
1695,170383.30893518298
1696,255454.23624949847
1697,177328.5388483971
1698,344949.3748437319
1699,314576.0992499628
1700,265536.27393125824
1701,292211.8734817094
1702,256253.48190025345
1703,249268.54939570747
1704,272216.3802780394
1705,255052.6897121987
1706,212718.61221099825
1707,228943.01646635192
1708,197357.82928140654
1709,288855.04847347294
1710,231280.16687243767
1711,279637.07454653387
1712,249081.4251500629
1713,266103.2947167103
1714,219652.83385758096
1715,213752.31854594217
1716,181893.4186758523
1717,183763.89671221277
1718,146240.77687410422
1719,218303.06175337237
1720,260741.76044084405
1721,168237.70390411856
1722,140300.06385661341
1723,165957.8254125094
1724,217172.76451598297
1725,224701.67404359847
1726,206258.8503913479
1727,142219.68089128027
1728,179308.91480568418
1729,171144.34302235884
1730,167368.1197203649
1731,117309.7341331498
1732,130043.5794777434
1733,111961.19702069789
1734,111510.01391628166
1735,134746.35212743658
1736,115742.31503995377
1737,316907.85167457967
1738,263371.37069005653
1739,264797.82739798026
1740,193902.52034820215
1741,172753.10223764894
1742,165343.18376441766
1743,173471.8695482852
1744,315214.0534752064
1745,222526.61615575038
1746,245997.46380200738
1747,220239.19119895634
1748,231408.56884948554
1749,156464.973784065
1750,139229.37787861022
1751,245127.86884071692
1752,121692.4347450273
1753,147311.22975562667
1754,200158.85202061918
1755,160473.84679146906
1756,132014.60092129133
1757,124846.6683441798
1758,162481.41178812372
1759,173072.77461049915
1760,162073.5947412859
1761,131529.28242130255
1762,187240.8512300941
1763,192738.09148385673
1764,111825.26155801583
1765,167393.9704847437
1766,176715.29113078618
1767,204782.6764695474
1768,140825.6351908378
1769,169449.57633806174
1770,144119.19128085472
1771,115936.25236475102
1772,138332.80955918893
1773,117698.47405172218
1774,131002.09004954174
1775,141272.48028656046
1776,139324.11031602058
1777,103381.78799589023
1778,140824.08994723775
1779,110842.99208167658
1780,175962.61362440203
1781,135128.7978028016
1782,83076.04358120632
1783,124204.6667807325
1784,92146.60035419863
1785,131546.7872097676
1786,159848.4369999494
1787,165075.99013534363
1788,58641.46315687678
1789,97870.03054674051
1790,54453.3629368244
1791,204602.58473381618
1792,169787.7950116798
1793,129865.33848927288
1794,170162.5974639525
1795,135132.00572029332
1796,155010.39326789224
1797,130552.38927975757
1798,117430.88530243398
1799,116061.38344327806
1800,132017.81314800587
1801,135310.0176704044
1802,142639.37476099905
1803,153248.00854826433
1804,133119.30451082235
1805,136503.7849592945
1806,126088.32957224369
1807,130688.73538815835
1808,117308.48339410534
1809,106206.44559049344
1810,146623.80668593856
1811,106637.08095025418
1812,96574.2070562702
1813,129837.21380257752
1814,89928.57315274884
1815,45531.02285057247
1816,90104.90122589163
1817,104062.06111309057
1818,171887.0085242694
1819,128857.42076939417
1820,41582.11064478442
1821,109693.57980791983
1822,148918.91241859848
1823,33700.416718402674
1824,139807.22218922465
1825,141461.8627499888
1826,107877.55179168974
1827,97478.96757541955
1828,142380.89923537057
1829,112717.43431785888
1830,133938.58228642883
1831,157270.77090351493
1832,60892.255289452136
1833,146392.07693863907
1834,118465.68834438913
1835,126830.4797110117
1836,131637.6593282628
1837,95285.3001612358
1838,118444.3457050214
1839,113407.05166264519
1840,133921.46483227547
1841,131916.09883360163
1842,69216.91766021278
1843,124822.90423165477
1844,159227.92665137534
1845,146003.05728971955
1846,145413.13359079085
1847,177014.2052904284
1848,40264.41776891052
1849,123930.17122552413
1850,108729.26219967386
1851,152298.42793825312
1852,121410.7473925409
1853,114390.90522591038
1854,175534.219714803
1855,168780.26004811365
1856,209860.12575526146
1857,152686.5404033729
1858,166711.10733613741
1859,128617.02725398811
1860,144610.02158356068
1861,127402.90162269174
1862,295225.1035809624
1863,293519.95056152274
1864,293536.06155787595
1865,365560.6144630768
1866,356117.4596478137
1867,229289.3719723326
1868,264464.5145863516
1869,196686.35567683278
1870,233774.367107521
1871,284171.3042891376
1872,167017.52206714917
1873,214177.4969299776
1874,159504.0718542056
1875,201981.7294873023
1876,189304.36522783688
1877,199914.57695362825
1878,209161.87386087378
1879,143130.75945490593
1880,148703.4516937793
1881,234966.65090375303
1882,236795.63144790623
1883,187612.73609490565
1884,196313.02154226918
1885,245563.62492214458
1886,281431.10379234666
1887,207397.68967571383
1888,263253.95577279665
1889,160883.69369420927
1890,130708.29247838972
1891,135748.13189650164
1892,93467.59000777637
1893,131270.6736439829
1894,107586.53760140241
1895,136455.7703061634
1896,115411.06326517143
1897,92973.76192927762
1898,112592.27001484738
1899,163186.115847106
1900,172688.5092131822
1901,183262.74459093285
1902,164658.87375324182
1903,225023.47273834102
1904,156804.95850369867
1905,202481.97364458386
1906,179787.99398007354
1907,211280.25379912206
1908,108088.85800746793
1909,140740.33894620658
1910,120333.10348019795
1911,228716.53639068565
1912,314844.86557421845
1913,150939.84607356833
1914,71281.29422510586
1915,303400.6490840743
1916,54890.117916131145
1917,244748.93268575636
1918,131205.60191025402
1919,173142.74418347937
1920,159131.24559401145
1921,371305.92810039077
1922,350039.1702939089
1923,220639.47529111122
1924,210739.63628571513
1925,191604.53871278072
1926,367407.80230872025
1927,140910.2433432067
1928,149373.29402008955
1929,126868.43021732215
1930,134350.23852872892
1931,137421.19454877675
1932,141645.23463337513
1933,187359.20637465658
1934,174325.774273686
1935,168852.82415093016
1936,205305.37727710692
1937,176341.96883295232
1938,179541.832519896
1939,276067.6932259706
1940,225085.72176962873
1941,161018.235518579
1942,186887.9949054452
1943,254752.3339978411
1944,392882.05396320514
1945,411367.52241224365
1946,141967.13814297633
1947,161417.75474884387
1948,161180.44224102207
1949,243057.82899650428
1950,192724.81403134804
1951,223812.8487619256
1952,203373.79360638917
1953,158855.25698376237
1954,202080.37205108895
1955,144903.47193026936
1956,304225.4447627008
1957,153038.25352625287
